"category","niche","City","State","nichecounts","nichecounts_minmaxnorm","id"
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Chattanooga","Tennessee",10,0.428571428571429,7
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Chattanooga","Tennessee",5,0.19047619047619,8
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Chattanooga","Tennessee",3,0.0952380952380952,9
"Economy & Society","Collective ID & Cohesion","Chattanooga","Tennessee",10,0.428571428571429,10
"Economy & Society","Security & Law","Chattanooga","Tennessee",2,0.0476190476190476,11
"Economy & Society","Sustainable Econ","Chattanooga","Tennessee",22,1,12
"Leadership & Strategy","Effective Leadership & Management ","Logan","Utah",1,0.03,1
"Health & Wellbeing","Minimum Human Vulnerability ","Logan","Utah",1,0.03,2
"Economy & Society","Security & Law","Logan","Utah",1,0.03,3
"Leadership & Strategy","Empowered Stakeholders","Logan","Utah",6,0.5,4
"Leadership & Strategy","Integrated Dev Planning","Logan","Utah",2,0.1,5
"Health & Wellbeing","Diverse Livelihood & Employment","Logan","Utah",5,0.4,6
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Logan","Utah",6,0.5,7
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Logan","Utah",4,0.3,8
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Logan","Utah",2,0.1,9
"Economy & Society","Collective ID & Cohesion","Logan","Utah",11,1,10
"Economy & Society","Sustainable Econ","Logan","Utah",2,0.1,11
"Health & Wellbeing","Effective Safeguards for Health & Life","Logan","Utah",0.03,0.03,12
"Leadership & Strategy","Effective Leadership & Management ","Leander","Texas",1,0.03,1
"Health & Wellbeing","Diverse Livelihood & Employment","Leander","Texas",1,0.03,2
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Leander","Texas",1,0.03,3
"Leadership & Strategy","Empowered Stakeholders","Leander","Texas",2,0.125,4
"Leadership & Strategy","Integrated Dev Planning","Leander","Texas",8,0.875,5
"Health & Wellbeing","Minimum Human Vulnerability ","Leander","Texas",7,0.75,6
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Leander","Texas",2,0.125,7
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Leander","Texas",7,0.75,8
"Economy & Society","Collective ID & Cohesion","Leander","Texas",9,1,9
"Economy & Society","Sustainable Econ","Leander","Texas",7,0.75,10
"Health & Wellbeing","Effective Safeguards for Health & Life","Leander","Texas",0.03,0.03,11
"Economy & Society","Security & Law","Leander","Texas",0.03,0.03,12
"Economy & Society","Security & Law","Keokuk","Iowa",1,0.03,1
"Leadership & Strategy","Effective Leadership & Management ","Keokuk","Iowa",2,0.0666666666666667,2
"Leadership & Strategy","Empowered Stakeholders","Keokuk","Iowa",3,0.133333333333333,3
"Leadership & Strategy","Integrated Dev Planning","Keokuk","Iowa",2,0.0666666666666667,4
"Health & Wellbeing","Minimum Human Vulnerability ","Keokuk","Iowa",4,0.2,5
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Keokuk","Iowa",12,0.733333333333333,6
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Keokuk","Iowa",4,0.2,7
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Keokuk","Iowa",3,0.133333333333333,8
"Economy & Society","Collective ID & Cohesion","Keokuk","Iowa",16,1,9
"Economy & Society","Sustainable Econ","Keokuk","Iowa",9,0.533333333333333,10
"Health & Wellbeing","Effective Safeguards for Health & Life","Keokuk","Iowa",0.03,0.03,11
"Health & Wellbeing","Diverse Livelihood & Employment","Keokuk","Iowa",0.03,0.03,12
"Leadership & Strategy","Integrated Dev Planning","Glendale","Arizona",1,0.03,1
"Leadership & Strategy","Effective Leadership & Management ","Glendale","Arizona",2,0.0769230769230769,2
"Leadership & Strategy","Empowered Stakeholders","Glendale","Arizona",7,0.461538461538462,3
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Glendale","Arizona",3,0.153846153846154,4
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Glendale","Arizona",4,0.230769230769231,5
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Glendale","Arizona",6,0.384615384615385,6
"Economy & Society","Collective ID & Cohesion","Glendale","Arizona",6,0.384615384615385,7
"Economy & Society","Sustainable Econ","Glendale","Arizona",14,1,8
"Health & Wellbeing","Effective Safeguards for Health & Life","Glendale","Arizona",0.03,0.03,9
"Health & Wellbeing","Diverse Livelihood & Employment","Glendale","Arizona",0.03,0.03,10
"Health & Wellbeing","Minimum Human Vulnerability ","Glendale","Arizona",0.03,0.03,11
"Economy & Society","Security & Law","Glendale","Arizona",0.03,0.03,12
"Leadership & Strategy","Integrated Dev Planning","Peoria","Arizona",1,0.03,1
"Leadership & Strategy","Effective Leadership & Management ","Peoria","Arizona",2,0.2,2
"Health & Wellbeing","Diverse Livelihood & Employment","Peoria","Arizona",2,0.2,3
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Peoria","Arizona",3,0.4,4
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Peoria","Arizona",2,0.2,5
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Peoria","Arizona",6,1,6
"Economy & Society","Collective ID & Cohesion","Peoria","Arizona",6,1,7
"Economy & Society","Sustainable Econ","Peoria","Arizona",4,0.6,8
"Leadership & Strategy","Empowered Stakeholders","Peoria","Arizona",0.03,0.03,9
"Health & Wellbeing","Effective Safeguards for Health & Life","Peoria","Arizona",0.03,0.03,10
"Health & Wellbeing","Minimum Human Vulnerability ","Peoria","Arizona",0.03,0.03,11
"Economy & Society","Security & Law","Peoria","Arizona",0.03,0.03,12
"Leadership & Strategy","Effective Leadership & Management ","Omaha","Nebraska",1,0.03,1
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Omaha","Nebraska",1,0.03,2
"Health & Wellbeing","Minimum Human Vulnerability ","Omaha","Nebraska",6,0.833333333333333,3
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Omaha","Nebraska",7,1,4
"Leadership & Strategy","Empowered Stakeholders","Omaha","Nebraska",0.03,0.03,5
"Leadership & Strategy","Integrated Dev Planning","Omaha","Nebraska",0.03,0.03,6
"Health & Wellbeing","Effective Safeguards for Health & Life","Omaha","Nebraska",0.03,0.03,7
"Health & Wellbeing","Diverse Livelihood & Employment","Omaha","Nebraska",0.03,0.03,8
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Omaha","Nebraska",0.03,0.03,9
"Economy & Society","Collective ID & Cohesion","Omaha","Nebraska",0.03,0.03,10
"Economy & Society","Security & Law","Omaha","Nebraska",0.03,0.03,11
"Economy & Society","Sustainable Econ","Omaha","Nebraska",0.03,0.03,12
"Leadership & Strategy","Effective Leadership & Management ","Jonestown","Texas",1,0.03,1
"Health & Wellbeing","Minimum Human Vulnerability ","Jonestown","Texas",1,0.03,2
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Jonestown","Texas",1,0.03,3
"Economy & Society","Collective ID & Cohesion","Jonestown","Texas",1,0.03,4
"Economy & Society","Sustainable Econ","Jonestown","Texas",5,1,5
"Leadership & Strategy","Empowered Stakeholders","Jonestown","Texas",0.03,0.03,6
"Leadership & Strategy","Integrated Dev Planning","Jonestown","Texas",0.03,0.03,7
"Health & Wellbeing","Effective Safeguards for Health & Life","Jonestown","Texas",0.03,0.03,8
"Health & Wellbeing","Diverse Livelihood & Employment","Jonestown","Texas",0.03,0.03,9
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Jonestown","Texas",0.03,0.03,10
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Jonestown","Texas",0.03,0.03,11
"Economy & Society","Security & Law","Jonestown","Texas",0.03,0.03,12
"Leadership & Strategy","Effective Leadership & Management ","Lexington","Mississippi",1,0.03,1
"Health & Wellbeing","Minimum Human Vulnerability ","Lexington","Mississippi",1,0.03,2
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Lexington","Mississippi",1,0.03,3
"Economy & Society","Security & Law","Lexington","Mississippi",1,0.03,4
"Leadership & Strategy","Empowered Stakeholders","Lexington","Mississippi",7,0.5,5
"Health & Wellbeing","Diverse Livelihood & Employment","Lexington","Mississippi",2,0.0833333333333333,6
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Lexington","Mississippi",2,0.0833333333333333,7
"Economy & Society","Collective ID & Cohesion","Lexington","Mississippi",13,1,8
"Economy & Society","Sustainable Econ","Lexington","Mississippi",4,0.25,9
"Leadership & Strategy","Integrated Dev Planning","Lexington","Mississippi",0.03,0.03,10
"Health & Wellbeing","Effective Safeguards for Health & Life","Lexington","Mississippi",0.03,0.03,11
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Lexington","Mississippi",0.03,0.03,12
"Economy & Society","Security & Law","New Albany","Mississippi",1,0.03,1
"Leadership & Strategy","Effective Leadership & Management ","New Albany","Mississippi",2,0.0416666666666667,2
"Leadership & Strategy","Empowered Stakeholders","New Albany","Mississippi",7,0.25,3
"Leadership & Strategy","Integrated Dev Planning","New Albany","Mississippi",3,0.0833333333333333,4
"Health & Wellbeing","Effective Safeguards for Health & Life","New Albany","Mississippi",2,0.0416666666666667,5
"Health & Wellbeing","Diverse Livelihood & Employment","New Albany","Mississippi",6,0.208333333333333,6
"Health & Wellbeing","Minimum Human Vulnerability ","New Albany","Mississippi",6,0.208333333333333,7
"Infrastructure & Ecosystems","Effective Provision of Critical Services","New Albany","Mississippi",2,0.0416666666666667,8
"Infrastructure & Ecosystems","Reliable Mobility & Communication","New Albany","Mississippi",2,0.0416666666666667,9
"Economy & Society","Collective ID & Cohesion","New Albany","Mississippi",25,1,10
"Economy & Society","Sustainable Econ","New Albany","Mississippi",15,0.583333333333333,11
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","New Albany","Mississippi",0.03,0.03,12
"Leadership & Strategy","Effective Leadership & Management ","New Bedford","Massachusetts",0.03,0.03,1
"Health & Wellbeing","Effective Safeguards for Health & Life","New Bedford","Massachusetts",0.03,0.03,2
"Infrastructure & Ecosystems","Effective Provision of Critical Services","New Bedford","Massachusetts",0.03,0.03,3
"Infrastructure & Ecosystems","Reliable Mobility & Communication","New Bedford","Massachusetts",0.03,0.03,4
"Economy & Society","Collective ID & Cohesion","New Bedford","Massachusetts",0.03,0.03,5
"Economy & Society","Security & Law","New Bedford","Massachusetts",0.03,0.03,6
"Health & Wellbeing","Diverse Livelihood & Employment","Salinas","California",1,0.03,1
"Health & Wellbeing","Minimum Human Vulnerability ","Salinas","California",1,0.03,2
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Salinas","California",1,0.03,3
"Leadership & Strategy","Empowered Stakeholders","Salinas","California",12,0.916666666666667,4
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Salinas","California",3,0.166666666666667,5
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Salinas","California",13,1,6
"Economy & Society","Collective ID & Cohesion","Salinas","California",11,0.833333333333333,7
"Economy & Society","Security & Law","Salinas","California",8,0.583333333333333,8
"Economy & Society","Sustainable Econ","Salinas","California",13,1,9
"Leadership & Strategy","Effective Leadership & Management ","Salinas","California",0.03,0.03,10
"Leadership & Strategy","Integrated Dev Planning","Salinas","California",0.03,0.03,11
"Health & Wellbeing","Effective Safeguards for Health & Life","Salinas","California",0.03,0.03,12
"Health & Wellbeing","Minimum Human Vulnerability ","Chico","California",1,0.03,1
"Leadership & Strategy","Empowered Stakeholders","Chico","California",4,0.375,2
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Chico","California",8,0.875,3
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Chico","California",4,0.375,4
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Chico","California",3,0.25,5
"Economy & Society","Collective ID & Cohesion","Chico","California",4,0.375,6
"Economy & Society","Security & Law","Chico","California",9,1,7
"Economy & Society","Sustainable Econ","Chico","California",8,0.875,8
"Leadership & Strategy","Effective Leadership & Management ","Chico","California",0.03,0.03,9
"Leadership & Strategy","Integrated Dev Planning","Chico","California",0.03,0.03,10
"Health & Wellbeing","Effective Safeguards for Health & Life","Chico","California",0.03,0.03,11
"Health & Wellbeing","Diverse Livelihood & Employment","Chico","California",0.03,0.03,12
"Leadership & Strategy","Empowered Stakeholders","Gresham","Oregon",1,0.03,1
"Health & Wellbeing","Diverse Livelihood & Employment","Gresham","Oregon",1,0.03,2
"Leadership & Strategy","Integrated Dev Planning","Gresham","Oregon",3,0.2,3
"Health & Wellbeing","Minimum Human Vulnerability ","Gresham","Oregon",2,0.1,4
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Gresham","Oregon",8,0.7,5
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Gresham","Oregon",5,0.4,6
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Gresham","Oregon",6,0.5,7
"Economy & Society","Collective ID & Cohesion","Gresham","Oregon",11,1,8
"Economy & Society","Sustainable Econ","Gresham","Oregon",11,1,9
"Leadership & Strategy","Effective Leadership & Management ","Gresham","Oregon",0.03,0.03,10
"Health & Wellbeing","Effective Safeguards for Health & Life","Gresham","Oregon",0.03,0.03,11
"Economy & Society","Security & Law","Gresham","Oregon",0.03,0.03,12
"Leadership & Strategy","Empowered Stakeholders","Milesburg","Pennsylvania",1,0.03,1
"Leadership & Strategy","Integrated Dev Planning","Milesburg","Pennsylvania",1,0.03,2
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Milesburg","Pennsylvania",5,1,3
"Economy & Society","Collective ID & Cohesion","Milesburg","Pennsylvania",4,0.75,4
"Economy & Society","Sustainable Econ","Milesburg","Pennsylvania",5,1,5
"Leadership & Strategy","Effective Leadership & Management ","Milesburg","Pennsylvania",0.03,0.03,6
"Health & Wellbeing","Effective Safeguards for Health & Life","Milesburg","Pennsylvania",0.03,0.03,7
"Health & Wellbeing","Diverse Livelihood & Employment","Milesburg","Pennsylvania",0.03,0.03,8
"Health & Wellbeing","Minimum Human Vulnerability ","Milesburg","Pennsylvania",0.03,0.03,9
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Milesburg","Pennsylvania",0.03,0.03,10
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Milesburg","Pennsylvania",0.03,0.03,11
"Economy & Society","Security & Law","Milesburg","Pennsylvania",0.03,0.03,12
"Leadership & Strategy","Integrated Dev Planning","Navasota","Texas",2,0.03,1
"Health & Wellbeing","Minimum Human Vulnerability ","Navasota","Texas",2,0.03,2
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Navasota","Texas",2,0.03,3
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Navasota","Texas",2,0.03,4
"Economy & Society","Collective ID & Cohesion","Navasota","Texas",2,0.03,5
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Navasota","Texas",4,0.333333333333333,6
"Economy & Society","Sustainable Econ","Navasota","Texas",8,1,7
"Leadership & Strategy","Effective Leadership & Management ","Navasota","Texas",0.03,0.03,8
"Leadership & Strategy","Empowered Stakeholders","Navasota","Texas",0.03,0.03,9
"Health & Wellbeing","Effective Safeguards for Health & Life","Navasota","Texas",0.03,0.03,10
"Health & Wellbeing","Diverse Livelihood & Employment","Navasota","Texas",0.03,0.03,11
"Economy & Society","Security & Law","Navasota","Texas",0.03,0.03,12
"Infrastructure & Ecosystems","Reliable Mobility & Communication","West Palm Beach","Florida",1,0.03,1
"Economy & Society","Collective ID & Cohesion","West Palm Beach","Florida",1,0.03,2
"Economy & Society","Sustainable Econ","West Palm Beach","Florida",1,0.03,3
"Leadership & Strategy","Integrated Dev Planning","West Palm Beach","Florida",2,1,4
"Leadership & Strategy","Effective Leadership & Management ","West Palm Beach","Florida",0.03,0.03,5
"Leadership & Strategy","Empowered Stakeholders","West Palm Beach","Florida",0.03,0.03,6
"Health & Wellbeing","Effective Safeguards for Health & Life","West Palm Beach","Florida",0.03,0.03,7
"Health & Wellbeing","Diverse Livelihood & Employment","West Palm Beach","Florida",0.03,0.03,8
"Health & Wellbeing","Minimum Human Vulnerability ","West Palm Beach","Florida",0.03,0.03,9
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","West Palm Beach","Florida",0.03,0.03,10
"Infrastructure & Ecosystems","Effective Provision of Critical Services","West Palm Beach","Florida",0.03,0.03,11
"Economy & Society","Security & Law","West Palm Beach","Florida",0.03,0.03,12
"Health & Wellbeing","Diverse Livelihood & Employment","Arvada","Colorado",1,0.03,1
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Arvada","Colorado",1,0.03,2
"Health & Wellbeing","Minimum Human Vulnerability ","Arvada","Colorado",3,1,3
"Leadership & Strategy","Effective Leadership & Management ","Arvada","Colorado",0.03,0.03,4
"Leadership & Strategy","Empowered Stakeholders","Arvada","Colorado",0.03,0.03,5
"Leadership & Strategy","Integrated Dev Planning","Arvada","Colorado",0.03,0.03,6
"Health & Wellbeing","Effective Safeguards for Health & Life","Arvada","Colorado",0.03,0.03,7
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Arvada","Colorado",0.03,0.03,8
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Arvada","Colorado",0.03,0.03,9
"Economy & Society","Collective ID & Cohesion","Arvada","Colorado",0.03,0.03,10
"Economy & Society","Security & Law","Arvada","Colorado",0.03,0.03,11
"Economy & Society","Sustainable Econ","Arvada","Colorado",0.03,0.03,12
"Leadership & Strategy","Effective Leadership & Management ","Providence","Rhode Island",0.03,0.03,1
"Leadership & Strategy","Empowered Stakeholders","Providence","Rhode Island",0.03,0.03,2
"Leadership & Strategy","Integrated Dev Planning","Providence","Rhode Island",0.03,0.03,3
"Health & Wellbeing","Effective Safeguards for Health & Life","Providence","Rhode Island",0.03,0.03,4
"Health & Wellbeing","Diverse Livelihood & Employment","Providence","Rhode Island",0.03,0.03,5
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Providence","Rhode Island",0.03,0.03,6
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Providence","Rhode Island",0.03,0.03,7
"Economy & Society","Security & Law","Providence","Rhode Island",0.03,0.03,8
"Health & Wellbeing","Minimum Human Vulnerability ","Beaufort","South Carolina",2,0.03,1
"Economy & Society","Sustainable Econ","Beaufort","South Carolina",2,0.03,2
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Beaufort","South Carolina",5,1,3
"Economy & Society","Collective ID & Cohesion","Beaufort","South Carolina",3,0.333333333333333,4
"Leadership & Strategy","Effective Leadership & Management ","Beaufort","South Carolina",0.03,0.03,5
"Leadership & Strategy","Empowered Stakeholders","Beaufort","South Carolina",0.03,0.03,6
"Leadership & Strategy","Integrated Dev Planning","Beaufort","South Carolina",0.03,0.03,7
"Health & Wellbeing","Effective Safeguards for Health & Life","Beaufort","South Carolina",0.03,0.03,8
"Health & Wellbeing","Diverse Livelihood & Employment","Beaufort","South Carolina",0.03,0.03,9
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Beaufort","South Carolina",0.03,0.03,10
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Beaufort","South Carolina",0.03,0.03,11
"Economy & Society","Security & Law","Beaufort","South Carolina",0.03,0.03,12
"Leadership & Strategy","Effective Leadership & Management ","Winthrop","Massachusetts",0.03,0.03,1
"Leadership & Strategy","Empowered Stakeholders","Winthrop","Massachusetts",0.03,0.03,2
"Leadership & Strategy","Integrated Dev Planning","Winthrop","Massachusetts",0.03,0.03,3
"Health & Wellbeing","Effective Safeguards for Health & Life","Winthrop","Massachusetts",0.03,0.03,4
"Health & Wellbeing","Diverse Livelihood & Employment","Winthrop","Massachusetts",0.03,0.03,5
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Winthrop","Massachusetts",0.03,0.03,6
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Winthrop","Massachusetts",0.03,0.03,7
"Economy & Society","Collective ID & Cohesion","Winthrop","Massachusetts",0.03,0.03,8
"Economy & Society","Security & Law","Winthrop","Massachusetts",0.03,0.03,9
"Economy & Society","Sustainable Econ","Ferguson Township","Pennsylvania",1,0.03,1
"Infrastructure & Ecosystems","Reduced Exposure & Fragility","Ferguson Township","Pennsylvania",7,1,2
"Economy & Society","Collective ID & Cohesion","Ferguson Township","Pennsylvania",3,0.333333333333333,3
"Leadership & Strategy","Effective Leadership & Management ","Ferguson Township","Pennsylvania",0.03,0.03,4
"Leadership & Strategy","Empowered Stakeholders","Ferguson Township","Pennsylvania",0.03,0.03,5
"Leadership & Strategy","Integrated Dev Planning","Ferguson Township","Pennsylvania",0.03,0.03,6
"Health & Wellbeing","Effective Safeguards for Health & Life","Ferguson Township","Pennsylvania",0.03,0.03,7
"Health & Wellbeing","Diverse Livelihood & Employment","Ferguson Township","Pennsylvania",0.03,0.03,8
"Health & Wellbeing","Minimum Human Vulnerability ","Ferguson Township","Pennsylvania",0.03,0.03,9
"Infrastructure & Ecosystems","Effective Provision of Critical Services","Ferguson Township","Pennsylvania",0.03,0.03,10
"Infrastructure & Ecosystems","Reliable Mobility & Communication","Ferguson Township","Pennsylvania",0.03,0.03,11
"Economy & Society","Security & Law","Ferguson Township","Pennsylvania",0.03,0.03,12
